transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,Product Name
1860,2022-03-12,11:21:00,57,Male,63.0,Clothing,4.0,50.0,18.0,200.0,Trousers
184,2022-02-13,06:44:00,128,Male,31.0,Electronics,4.0,50.0,17.0,200.0,Tablet
734,2022-03-12,08:54:00,77,Female,27.0,Clothing,1.0,30.0,15.6,30.0,T-Shirt
1184,2022-02-12,08:28:00,23,Male,31.0,Electronics,4.0,50.0,27.5,200.0,Keyboard
1734,2022-02-28,08:58:00,72,Female,27.0,Clothing,1.0,30.0,14.4,30.0,Casual Shirt
225,2022-03-05,07:37:00,85,Female,57.0,Beauty,4.0,25.0,12.75,100.0,Shampoo
679,2022-08-26,08:59:00,64,Female,18.0,Beauty,,,,,Face Wash
746,2022-07-05,11:33:00,42,Female,33.0,Clothing,,,,,Jeans
1225,2022-02-02,09:51:00,137,Female,57.0,Beauty,,,,,Foundation
1679,2022-09-23,08:08:00,71,Female,18.0,Beauty,3.0,30.0,15.3,90.0,Moisturizer
1746,2022-06-13,07:59:00,88,Female,33.0,Clothing,3.0,30.0,10.8,90.0,Trousers
3,2022-06-14,07:08:00,114,Male,50.0,Electronics,1.0,30.0,8.1,30.0,Bluetooth Speaker
464,2022-03-06,11:13:00,24,Male,38.0,Electronics,2.0,300.0,75.0,600.0,Monitor
484,2022-03-13,07:52:00,135,Female,19.0,Clothing,4.0,300.0,75.0,1200.0,Sneakers
591,2022-03-21,08:38:00,94,Male,53.0,Electronics,4.0,25.0,6.5,100.0,Headphones
1003,2022-01-26,07:59:00,80,Male,50.0,Electronics,1.0,30.0,15.9,30.0,Smartphone
1464,2022-11-13,10:06:00,80,Male,38.0,Electronics,2.0,300.0,126.0,600.0,Smartwatch
1484,2022-11-23,09:29:00,22,Female,19.0,Clothing,4.0,300.0,147.0,1200.0,Dress
1591,2022-09-29,11:00:00,62,Male,53.0,Electronics,4.0,25.0,7.0,100.0,Headphones
21,2022-07-11,07:33:00,59,Female,50.0,Beauty,1.0,500.0,275.0,500.0,Lipstick
708,2022-04-06,08:38:00,62,Female,43.0,Beauty,3.0,300.0,87.0,900.0,Shampoo
713,2022-04-16,11:43:00,39,Male,34.0,Beauty,3.0,25.0,11.25,75.0,Face Wash
768,2022-06-27,06:50:00,58,Female,24.0,Beauty,3.0,25.0,10.5,75.0,Moisturizer
1021,2022-06-11,10:19:00,44,Female,50.0,Beauty,1.0,500.0,155.0,500.0,Hair Serum
1708,2022-02-08,07:47:00,41,Female,43.0,Beauty,3.0,300.0,162.0,900.0,Body Lotion
1713,2022-10-03,10:10:00,90,Male,34.0,Beauty,3.0,25.0,10.75,75.0,Perfume
1768,2022-07-31,09:52:00,85,Female,24.0,Beauty,3.0,25.0,8.75,75.0,Body Lotion
499,2022-04-03,10:52:00,15,Male,46.0,Beauty,2.0,30.0,16.5,60.0,Body Lotion
697,2022-12-25,07:52:00,152,Male,53.0,Clothing,1.0,500.0,200.0,500.0,Sneakers
831,2022-11-30,11:49:00,149,Male,27.0,Electronics,4.0,25.0,13.75,100.0,Tablet
1499,2022-09-23,09:46:00,3,Male,46.0,Beauty,2.0,30.0,11.7,60.0,Shampoo
1697,2022-12-18,08:22:00,54,Male,53.0,Clothing,1.0,500.0,265.0,500.0,Trousers
1831,2022-03-26,10:54:00,80,Male,27.0,Electronics,4.0,25.0,6.5,100.0,Laptop
15,2022-07-01,11:50:00,75,Female,42.0,Electronics,4.0,500.0,210.0,2000.0,Power Bank
743,2022-08-07,07:54:00,55,Female,34.0,Beauty,4.0,500.0,260.0,2000.0,Lipstick
1015,2022-03-09,11:53:00,94,Female,42.0,Electronics,4.0,500.0,200.0,2000.0,Laptop
1743,2022-10-26,09:37:00,47,Female,34.0,Beauty,4.0,500.0,250.0,2000.0,Hair Serum
14,2022-05-18,07:11:00,8,Male,64.0,Clothing,4.0,30.0,13.2,120.0,Skirt
103,2022-11-12,10:05:00,33,Female,59.0,Clothing,1.0,25.0,10.75,25.0,Dress
238,2022-05-10,11:52:00,20,Female,39.0,Beauty,1.0,500.0,150.0,500.0,Foundation
986,2022-08-01,09:35:00,65,Female,49.0,Clothing,2.0,500.0,200.0,1000.0,Sneakers
1014,2022-02-04,10:26:00,147,Male,64.0,Clothing,4.0,30.0,11.4,120.0,Hoodie
1103,2022-02-14,07:11:00,61,Female,59.0,Clothing,1.0,25.0,6.75,25.0,T-Shirt
1238,2022-09-17,07:38:00,129,Female,39.0,Beauty,1.0,500.0,165.0,500.0,Lipstick
1986,2022-09-14,08:28:00,29,Female,49.0,Clothing,2.0,500.0,145.0,1000.0,T-Shirt
438,2022-08-31,10:15:00,88,Female,42.0,Clothing,1.0,30.0,15.9,30.0,Hoodie
1438,2022-01-07,10:00:00,72,Female,42.0,Clothing,1.0,30.0,13.8,30.0,Skirt
475,2022-08-12,10:39:00,78,Male,26.0,Clothing,3.0,25.0,9.0,75.0,Dress
505,2022-12-17,07:25:00,86,Male,24.0,Beauty,1.0,50.0,19.5,50.0,Shampoo
1475,2022-10-04,07:03:00,132,Male,26.0,Clothing,3.0,25.0,10.75,75.0,Sneakers
1505,2022-10-30,08:00:00,98,Male,24.0,Beauty,1.0,50.0,14.5,50.0,Sunscreen
344,2022-07-17,09:47:00,69,Female,42.0,Beauty,1.0,30.0,7.5,30.0,Body Lotion
448,2022-03-19,09:36:00,86,Female,54.0,Beauty,2.0,30.0,16.2,60.0,Lipstick
742,2022-03-19,06:08:00,37,Female,38.0,Electronics,4.0,500.0,195.0,2000.0,Keyboard
1344,2022-12-18,06:12:00,144,Female,42.0,Beauty,1.0,30.0,11.1,30.0,Face Wash
1448,2022-05-16,06:28:00,51,Female,54.0,Beauty,2.0,30.0,9.3,60.0,Hair Serum
1742,2022-11-22,08:25:00,18,Female,38.0,Electronics,4.0,500.0,220.0,2000.0,Laptop
445,2022-04-14,10:48:00,132,Female,53.0,Electronics,1.0,300.0,138.0,300.0,Tablet
787,2022-06-10,10:42:00,25,Male,41.0,Electronics,1.0,25.0,13.75,25.0,Laptop
1445,2022-04-19,06:16:00,31,Female,53.0,Electronics,1.0,300.0,129.0,300.0,Smartwatch
1787,2022-05-30,07:42:00,104,Male,41.0,Electronics,1.0,25.0,10.0,25.0,Power Bank
49,2022-09-17,10:33:00,37,Female,54.0,Electronics,2.0,500.0,255.0,1000.0,Power Bank
420,2022-01-02,10:53:00,28,Female,22.0,Clothing,4.0,500.0,200.0,2000.0,Dress
519,2022-04-08,10:17:00,52,Female,36.0,Electronics,4.0,30.0,16.5,120.0,Monitor
1049,2022-05-16,06:36:00,143,Female,54.0,Electronics,2.0,500.0,125.0,1000.0,Wireless Mouse
1420,2022-04-15,07:01:00,138,Female,22.0,Clothing,4.0,500.0,205.0,2000.0,Trousers
1519,2022-01-08,07:35:00,139,Female,36.0,Electronics,4.0,30.0,9.3,120.0,Wireless Mouse
64,2022-11-15,06:34:00,7,Male,49.0,Clothing,4.0,25.0,8.5,100.0,Hoodie
592,2022-12-26,09:15:00,77,Female,46.0,Beauty,4.0,500.0,275.0,2000.0,Lipstick
912,2022-10-31,06:18:00,122,Male,51.0,Beauty,3.0,50.0,20.5,150.0,Perfume
1064,2022-04-14,10:38:00,49,Male,49.0,Clothing,4.0,25.0,13.75,100.0,Casual Shirt
1592,2022-03-16,09:08:00,81,Female,46.0,Beauty,4.0,500.0,155.0,2000.0,Hair Serum
1912,2022-05-27,07:40:00,146,Male,51.0,Beauty,3.0,50.0,22.0,150.0,Shampoo
134,2022-08-25,09:03:00,132,Male,49.0,Electronics,1.0,50.0,16.0,50.0,Smartphone
1134,2022-08-05,09:04:00,106,Male,49.0,Electronics,1.0,50.0,24.0,50.0,Headphones
288,2022-05-02,09:59:00,27,Male,28.0,Clothing,4.0,30.0,12.0,120.0,Jacket
323,2022-01-21,08:22:00,97,Female,29.0,Beauty,3.0,300.0,150.0,900.0,Perfume
618,2022-10-13,10:22:00,5,Female,27.0,Beauty,1.0,50.0,26.0,50.0,Face Wash
720,2022-04-08,08:50:00,116,Female,56.0,Beauty,3.0,500.0,235.0,1500.0,Sunscreen
1288,2022-04-05,11:56:00,26,Male,28.0,Clothing,4.0,30.0,9.0,120.0,Jeans
1323,2022-08-15,10:49:00,136,Female,29.0,Beauty,3.0,300.0,114.0,900.0,Face Wash
1618,2022-09-15,06:27:00,118,Female,27.0,Beauty,1.0,50.0,13.5,50.0,Face Wash
1720,2022-10-10,08:51:00,28,Female,56.0,Beauty,3.0,500.0,190.0,1500.0,Sunscreen
415,2022-01-05,09:59:00,85,Male,53.0,Clothing,2.0,30.0,8.1,60.0,Sweater
736,2022-12-18,08:30:00,97,Male,29.0,Clothing,4.0,25.0,9.75,100.0,Casual Shirt
929,2022-03-11,10:18:00,40,Female,23.0,Beauty,3.0,25.0,10.5,75.0,Moisturizer
1415,2022-03-06,07:11:00,146,Male,53.0,Clothing,2.0,30.0,15.3,60.0,Casual Shirt
1736,2022-08-28,08:57:00,87,Male,29.0,Clothing,4.0,25.0,10.25,100.0,T-Shirt
1929,2022-09-15,06:50:00,62,Female,23.0,Beauty,3.0,25.0,12.75,75.0,Shampoo
264,2022-12-26,11:03:00,111,Male,47.0,Clothing,3.0,300.0,150.0,900.0,Casual Shirt
913,2022-10-12,10:52:00,78,Male,29.0,Electronics,3.0,30.0,16.5,90.0,Tablet
940,2022-01-05,08:11:00,46,Female,20.0,Electronics,1.0,30.0,9.6,30.0,Bluetooth Speaker
1264,2022-05-27,09:23:00,82,Male,47.0,Clothing,3.0,300.0,123.0,900.0,Jeans
1913,2022-06-23,07:10:00,101,Male,29.0,Electronics,3.0,30.0,14.1,90.0,Tablet
1940,2022-06-15,09:47:00,56,Female,20.0,Electronics,1.0,30.0,11.1,30.0,Wireless Mouse
101,2022-01-08,08:46:00,24,Male,32.0,Clothing,2.0,300.0,135.0,600.0,Jacket
1101,2022-05-17,07:47:00,15,Male,32.0,Clothing,2.0,300.0,132.0,600.0,Sweater
189,2022-01-02,09:44:00,143,Male,63.0,Beauty,1.0,50.0,14.5,50.0,Face Cream
317,2022-05-04,07:54:00,117,Male,22.0,Electronics,3.0,30.0,12.0,90.0,Tablet
322,2022-10-19,06:11:00,13,Male,51.0,Electronics,1.0,500.0,125.0,500.0,Power Bank
329,2022-10-27,07:42:00,52,Female,46.0,Electronics,4.0,25.0,8.0,100.0,Laptop
1189,2022-12-07,06:08:00,104,Male,63.0,Beauty,1.0,50.0,20.5,50.0,Foundation
1317,2022-08-25,08:02:00,144,Male,22.0,Electronics,3.0,30.0,12.0,90.0,Headphones
1322,2022-11-14,09:56:00,10,Male,51.0,Electronics,1.0,500.0,250.0,500.0,Tablet
1329,2022-01-27,10:39:00,119,Female,46.0,Electronics,4.0,25.0,9.25,100.0,Power Bank
235,2022-03-10,10:13:00,132,Female,23.0,Electronics,2.0,500.0,275.0,1000.0,Monitor
300,2022-01-08,09:41:00,138,Female,19.0,Electronics,4.0,50.0,26.5,200.0,Smartwatch
964,2022-08-26,08:18:00,15,Male,24.0,Clothing,3.0,300.0,156.0,900.0,Jacket
1235,2022-04-04,06:44:00,87,Female,23.0,Electronics,2.0,500.0,220.0,1000.0,Bluetooth Speaker
1300,2022-08-08,08:57:00,7,Female,19.0,Electronics,4.0,50.0,24.0,200.0,Laptop
1964,2022-08-02,08:27:00,115,Male,24.0,Clothing,3.0,300.0,111.0,900.0,Casual Shirt
269,2022-09-19,11:31:00,87,Male,25.0,Clothing,4.0,500.0,250.0,2000.0,Casual Shirt
320,2022-04-20,08:35:00,57,Female,28.0,Electronics,4.0,300.0,159.0,1200.0,Smartphone
673,2022-07-04,10:14:00,18,Female,43.0,Clothing,3.0,500.0,270.0,1500.0,Trousers
1269,2022-01-01,08:09:00,71,Male,25.0,Clothing,4.0,500.0,145.0,2000.0,Hoodie
1320,2022-11-02,11:55:00,102,Female,28.0,Electronics,4.0,300.0,84.0,1200.0,Keyboard
1673,2022-06-14,07:36:00,42,Female,43.0,Clothing,3.0,500.0,185.0,1500.0,T-Shirt
142,2022-04-08,10:05:00,61,Male,35.0,Electronics,4.0,300.0,138.0,1200.0,Headphones
223,2022-01-15,11:18:00,61,Female,64.0,Clothing,1.0,25.0,12.0,25.0,Hoodie
666,2022-03-03,10:59:00,49,Male,51.0,Electronics,3.0,50.0,16.0,150.0,Tablet
1142,2022-11-09,09:49:00,2,Male,35.0,Electronics,4.0,300.0,114.0,1200.0,Smartwatch
1223,2022-02-20,07:40:00,106,Female,64.0,Clothing,1.0,25.0,9.75,25.0,T-Shirt
1666,2022-12-08,10:10:00,125,Male,51.0,Electronics,3.0,50.0,21.0,150.0,Smartwatch
107,2022-10-06,09:18:00,75,Female,21.0,Clothing,4.0,300.0,78.0,1200.0,Trousers
933,2022-09-19,07:53:00,81,Male,22.0,Beauty,1.0,30.0,12.9,30.0,Shampoo
1107,2022-12-31,11:14:00,62,Female,21.0,Clothing,4.0,300.0,102.0,1200.0,Jeans
1933,2022-01-12,11:04:00,121,Male,22.0,Beauty,1.0,30.0,14.4,30.0,Hair Serum
237,2022-04-11,08:54:00,105,Female,50.0,Beauty,2.0,500.0,165.0,1000.0,Shampoo
335,2022-02-02,09:23:00,2,Female,47.0,Beauty,4.0,30.0,10.8,120.0,Foundation
1237,2022-02-23,09:20:00,48,Female,50.0,Beauty,2.0,500.0,215.0,1000.0,Perfume
1335,2022-05-27,08:45:00,117,Female,47.0,Beauty,4.0,30.0,8.7,120.0,Perfume
63,2022-02-03,11:49:00,127,Male,57.0,Electronics,2.0,25.0,6.25,50.0,Keyboard
195,2022-08-14,11:51:00,10,Male,52.0,Clothing,1.0,30.0,9.3,30.0,Casual Shirt
333,2022-10-06,08:15:00,21,Female,54.0,Electronics,4.0,300.0,99.0,1200.0,Laptop
379,2022-06-01,07:28:00,76,Female,47.0,Clothing,1.0,25.0,8.5,25.0,Dress
490,2022-01-27,06:07:00,43,Male,34.0,Clothing,3.0,50.0,18.5,150.0,Casual Shirt
530,2022-05-01,07:52:00,8,Female,18.0,Electronics,4.0,30.0,9.0,120.0,Monitor
740,2022-12-01,06:58:00,33,Female,25.0,Beauty,4.0,50.0,13.0,200.0,Face Wash
793,2022-05-27,10:53:00,1,Male,54.0,Beauty,1.0,30.0,14.7,30.0,Lipstick
1063,2022-08-04,10:26:00,56,Male,57.0,Electronics,2.0,25.0,11.0,50.0,Power Bank
1195,2022-09-21,07:07:00,55,Male,52.0,Clothing,1.0,30.0,12.0,30.0,Sneakers
1333,2022-11-01,11:38:00,151,Female,54.0,Electronics,4.0,300.0,165.0,1200.0,Tablet
1379,2022-01-02,06:23:00,69,Female,47.0,Clothing,1.0,25.0,7.25,25.0,Skirt
1490,2022-10-26,07:15:00,155,Male,34.0,Clothing,3.0,50.0,17.0,150.0,Hoodie
1530,2022-12-10,08:17:00,93,Female,18.0,Electronics,4.0,30.0,12.3,120.0,Keyboard
1740,2022-07-16,06:01:00,66,Female,25.0,Beauty,4.0,50.0,27.0,200.0,Foundation
1793,2022-12-11,06:05:00,88,Male,54.0,Beauty,1.0,30.0,10.8,30.0,Hair Serum
85,2022-09-03,08:05:00,68,Male,31.0,Clothing,3.0,50.0,19.0,150.0,Jeans
232,2022-08-12,07:14:00,150,Female,43.0,Beauty,1.0,25.0,12.75,25.0,Lipstick
240,2022-11-05,11:49:00,95,Female,23.0,Beauty,1.0,300.0,123.0,300.0,Lipstick
993,2022-09-07,09:21:00,134,Female,48.0,Electronics,3.0,50.0,17.0,150.0,Headphones
1085,2022-08-12,09:29:00,76,Male,31.0,Clothing,3.0,50.0,17.0,150.0,Hoodie
1232,2022-05-23,08:05:00,146,Female,43.0,Beauty,1.0,25.0,6.25,25.0,Face Cream
1240,2022-08-07,07:42:00,144,Female,23.0,Beauty,1.0,300.0,90.0,300.0,Sunscreen
1993,2022-12-29,11:53:00,123,Female,48.0,Electronics,3.0,50.0,26.5,150.0,Power Bank
366,2022-10-29,09:32:00,116,Male,57.0,Clothing,2.0,50.0,17.5,100.0,Sneakers
372,2022-06-19,11:45:00,27,Female,24.0,Beauty,3.0,500.0,140.0,1500.0,Sunscreen
596,2022-02-12,08:44:00,87,Female,64.0,Electronics,1.0,300.0,93.0,300.0,Smartwatch
936,2022-01-05,10:51:00,143,Male,57.0,Beauty,4.0,50.0,19.5,200.0,Face Cream
1366,2022-01-01,11:34:00,25,Male,57.0,Clothing,2.0,50.0,23.5,100.0,Jeans
1372,2022-03-18,10:53:00,60,Female,24.0,Beauty,3.0,500.0,145.0,1500.0,Face Cream
1596,2022-03-28,06:22:00,7,Female,64.0,Electronics,1.0,300.0,141.0,300.0,Smartwatch
1936,2022-06-19,11:32:00,60,Male,57.0,Beauty,4.0,50.0,12.5,200.0,Shampoo
284,2022-11-12,09:17:00,129,Male,43.0,Clothing,4.0,50.0,20.5,200.0,T-Shirt
434,2022-10-26,06:09:00,50,Female,43.0,Electronics,2.0,25.0,8.25,50.0,Bluetooth Speaker
775,2022-05-06,11:07:00,98,Female,46.0,Electronics,4.0,25.0,9.5,100.0,Headphones
977,2022-07-26,08:35:00,46,Female,35.0,Electronics,3.0,25.0,13.75,75.0,Power Bank
1284,2022-12-16,11:43:00,145,Male,43.0,Clothing,4.0,50.0,18.0,200.0,Sneakers
1434,2022-02-04,10:02:00,147,Female,43.0,Electronics,2.0,25.0,7.0,50.0,Tablet
1775,2022-12-18,08:04:00,78,Female,46.0,Electronics,4.0,25.0,13.75,100.0,Keyboard
1977,2022-08-05,10:46:00,63,Female,35.0,Electronics,3.0,25.0,12.0,75.0,Smartwatch
649,2022-06-21,08:17:00,44,Female,58.0,Clothing,2.0,300.0,135.0,600.0,Casual Shirt
1649,2022-10-21,07:44:00,72,Female,58.0,Clothing,2.0,300.0,75.0,600.0,Jacket
54,2022-10-20,10:17:00,142,Female,38.0,Electronics,3.0,500.0,200.0,1500.0,Monitor
68,2022-12-15,09:06:00,146,Male,25.0,Electronics,1.0,300.0,84.0,300.0,Monitor
192,2022-11-08,08:05:00,134,Male,62.0,Beauty,2.0,50.0,13.0,100.0,Hair Serum
1054,2022-01-10,09:24:00,49,Female,38.0,Electronics,3.0,500.0,140.0,1500.0,Smartwatch
1068,2022-09-14,10:11:00,136,Male,25.0,Electronics,1.0,300.0,111.0,300.0,Keyboard
1192,2022-03-29,08:41:00,37,Male,62.0,Beauty,2.0,50.0,20.5,100.0,Face Wash
331,2022-08-16,08:33:00,28,Male,28.0,Electronics,3.0,30.0,10.2,90.0,Smartwatch
346,2022-09-05,06:54:00,38,Male,59.0,Clothing,2.0,500.0,215.0,1000.0,Jeans
657,2022-01-29,08:53:00,46,Male,40.0,Clothing,1.0,25.0,8.0,25.0,Jeans
732,2022-10-13,08:45:00,136,Male,61.0,Electronics,2.0,500.0,250.0,1000.0,Wireless Mouse
972,2022-08-16,11:42:00,139,Male,49.0,Beauty,4.0,25.0,6.75,100.0,Body Lotion
1331,2022-05-15,09:29:00,36,Male,28.0,Electronics,3.0,30.0,13.8,90.0,Wireless Mouse
1346,2022-04-10,10:01:00,112,Male,59.0,Clothing,2.0,500.0,130.0,1000.0,Skirt
1657,2022-08-09,10:05:00,61,Male,40.0,Clothing,1.0,25.0,8.0,25.0,Sweater
1732,2022-02-25,07:05:00,55,Male,61.0,Electronics,2.0,500.0,215.0,1000.0,Smartphone
1972,2022-12-21,06:39:00,5,Male,49.0,Beauty,4.0,25.0,9.25,100.0,Shampoo
714,2022-10-29,08:50:00,20,Female,18.0,Clothing,1.0,500.0,190.0,500.0,T-Shirt
1714,2022-11-23,06:07:00,111,Female,18.0,Clothing,1.0,500.0,245.0,500.0,Skirt
193,2022-03-27,10:40:00,55,Male,35.0,Beauty,3.0,500.0,180.0,1500.0,Body Lotion
577,2022-04-21,11:55:00,45,Male,21.0,Beauty,4.0,500.0,215.0,2000.0,Shampoo
848,2022-01-24,10:46:00,15,Female,63.0,Clothing,3.0,25.0,9.75,75.0,Sneakers
945,2022-10-01,10:01:00,120,Male,30.0,Beauty,1.0,25.0,13.25,25.0,Lipstick
1193,2022-05-11,11:31:00,50,Male,35.0,Beauty,3.0,500.0,145.0,1500.0,Lipstick
1577,2022-09-11,06:22:00,145,Male,21.0,Beauty,4.0,500.0,160.0,2000.0,Foundation
1848,2022-12-27,10:16:00,63,Female,63.0,Clothing,3.0,25.0,12.5,75.0,Sweater
1945,2022-04-19,09:55:00,33,Male,30.0,Beauty,1.0,25.0,10.75,25.0,Perfume
11,2022-02-27,10:30:00,151,Male,23.0,Clothing,2.0,50.0,23.5,100.0,Skirt
821,2022-11-23,11:27:00,40,Male,49.0,Electronics,1.0,300.0,129.0,300.0,Laptop
1011,2022-04-01,06:48:00,15,Male,23.0,Clothing,2.0,50.0,19.0,100.0,Dress
1821,2022-10-03,07:17:00,42,Male,49.0,Electronics,1.0,300.0,108.0,300.0,Keyboard
133,2022-06-23,09:01:00,70,Male,20.0,Electronics,3.0,300.0,87.0,900.0,Smartwatch
1133,2022-03-05,06:42:00,58,Male,20.0,Electronics,3.0,300.0,159.0,900.0,Headphones
16,2022-06-25,10:33:00,82,Male,19.0,Clothing,3.0,500.0,180.0,1500.0,Sweater
42,2022-12-08,08:29:00,63,Male,22.0,Clothing,3.0,300.0,147.0,900.0,Casual Shirt
292,2022-10-10,06:33:00,111,Male,20.0,Beauty,4.0,300.0,141.0,1200.0,Shampoo
416,2022-08-21,09:29:00,55,Male,53.0,Electronics,4.0,500.0,245.0,2000.0,Smartphone
584,2022-12-31,10:21:00,106,Female,27.0,Beauty,4.0,50.0,16.5,200.0,Foundation
861,2022-09-30,08:57:00,22,Female,41.0,Clothing,3.0,30.0,9.6,90.0,T-Shirt
1016,2022-12-12,07:39:00,52,Male,19.0,Clothing,3.0,500.0,200.0,1500.0,Jeans
1042,2022-02-11,06:21:00,7,Male,22.0,Clothing,3.0,300.0,150.0,900.0,Sneakers
1292,2022-05-15,08:20:00,88,Male,20.0,Beauty,4.0,300.0,90.0,1200.0,Perfume
1416,2022-12-29,10:47:00,111,Male,53.0,Electronics,4.0,500.0,125.0,2000.0,Wireless Mouse
1584,2022-09-03,11:07:00,62,Female,27.0,Beauty,4.0,50.0,16.5,200.0,Hair Serum
1861,2022-07-04,10:41:00,145,Female,41.0,Clothing,3.0,30.0,10.2,90.0,Sweater
256,2022-01-09,08:05:00,3,Male,23.0,Clothing,2.0,500.0,270.0,1000.0,Sneakers
1256,2022-11-05,09:58:00,29,Male,23.0,Clothing,2.0,500.0,190.0,1000.0,Skirt
44,2022-03-03,11:07:00,93,Female,22.0,Clothing,1.0,25.0,11.75,25.0,T-Shirt
257,2022-12-10,08:49:00,130,Male,19.0,Beauty,4.0,500.0,165.0,2000.0,Perfume
1044,2022-02-20,09:08:00,70,Female,22.0,Clothing,1.0,25.0,7.5,25.0,Skirt
1257,2022-05-10,11:55:00,29,Male,19.0,Beauty,4.0,500.0,255.0,2000.0,Face Cream
268,2022-04-14,08:26:00,93,Female,28.0,Electronics,1.0,30.0,8.7,30.0,Wireless Mouse
287,2022-08-26,11:07:00,88,Male,54.0,Clothing,4.0,25.0,10.0,100.0,Dress
966,2022-11-07,07:22:00,119,Male,60.0,Electronics,2.0,500.0,190.0,1000.0,Keyboard
1268,2022-06-09,09:33:00,15,Female,28.0,Electronics,1.0,30.0,14.1,30.0,Tablet
1287,2022-09-13,08:03:00,120,Male,54.0,Clothing,4.0,25.0,7.0,100.0,Skirt
